tweet,class,clean_tweet
RT @tonyrobbins: Piers Morgan to Charlie Sheen: &#8220;You were taking Cocaine&#8230;&#8221; Charlie Sheen: &#8220;I wasn&#8217;t taking it. I had to pay for it.&#8221; via ...,2,rt tonyrobbins piers morgan charlie sheen 8220you taking cocaine82308221 charlie sheen 8220i wasn8217t taking pay it8221 via
"Did Miguel just ""Hulkamania Leg Drop"" a bitch from the top rope???",1,miguel hulkamania leg drop bitch top rope
"Cunts, cunts everywhere.",1,cunts cunts everywhere
"RT @__chuuu_: I want this ""bad bitch"" epidemic to be over so fast bruh...fees can't write a sentence with proper subject-verb agreement now&#8230;",1,rt chuuu want bad bitch epidemic fast bruhfees cant write sentence proper subjectverb agreement now8230
RT @BadNewsAli: You really are a faggot if you say that match was bad. Stop watching,1,rt badnewsali really faggot say match bad stop watching
"Lmaoo &#8220;@LeanandCuisine: Bad bitch: Can I hit that?

""You matching or.....?""

Bad bitch: *bats eyelashes*

"".........are you matching or?""&#8221;",1,lmaoo 8220leanandcuisine bad bitch hit matching bad bitch bats eyelashes matching or8221
Beautiful Fairy Elegant Dress http://t.co/ouxWbYTUt6,2,beautiful fairy elegant dress
Lil bitch with enough ass &amp;&amp; a future &#128525;&#128536;,1,lil bitch enough ass ampamp future 128525128536
I lied the fair isn't the only place Reno girls dress up like cowgirl sluts NITC hash tag bitches,1,lied fair isnt place reno girls dress like cowgirl sluts nitc hash tag bitches
"@petehelm yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them.",2,petehelm yeah sting already proven draw apples oranges signs people sole purpose burying
"I can't believe I'm jealous! All I can think is, ""What goddamn bitch was in your room to take a pic of you in bed with your shirt off?"". -_-",1,cant believe im jealous think goddamn bitch room take pic bed shirt
"RT @ReginaPucket: http://t.co/6nqmor8ybC BREAKING DAWN/ I often think about what used to be and was
With rose-colored glasses and a gentle &#8230;",2,rt reginapucket breaking dawn often think used rosecolored glasses gentle 8230
RT @Slickem_hound Yall still getting y'all face beat igggggy + you still taking pics with a face full of pussy nut?Dawg yoi a slut!,1,rt slickemhound yall still getting yall face beat igggggy still taking pics face full pussy nutdawg yoi slut
Boy these downlow niccas should be ashamed,1,boy downlow niccas ashamed
"RT @iKickBabies__: Girls favorite line &#128073; ""go talk to yo hoes"" &#128514;&#128514;&#9995;",1,rt ikickbabies girls favorite line 128073 go talk yo hoes 1285141285149995
@Poffalicious hell no man I'm retarded good at situps.. that run was weak tho,1,poffalicious hell man im retarded good situps run weak tho
Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.,2,seen pic comparison lou holtz grandma beverly hillbillies cant stop crying tears unfathomable hilarity
@prihncess bitch,1,prihncess bitch
@sbsylvester @kieffer_jason @hunterbuch66 bitch u ugly then hoe,0,sbsylvester kiefferjason hunterbuch66 bitch u ugly hoe
Good day spent with my faggot,1,good day spent faggot
RT @JohnnyFootbalI: Saw some bitch texting and driving so I rolled down my window and hucked my beer at her. Johnny fuckin patrol keeping t&#8230;,1,rt johnnyfootbali saw bitch texting driving rolled window hucked beer johnny fuckin patrol keeping t8230
"When you have everything they want &amp; you're doing everything they can't, bitches are going to talk shit. Don't let them stop your shine",1,everything want amp youre everything cant bitches going talk shit dont let stop shine
"@whiteangelss84 @fields_devante bitch stfu u livin off our tax money too, we pay shit just like u so don't get that white power shit to head",1,whiteangelss84 fieldsdevante bitch stfu u livin tax money pay shit like u dont get white power shit head
@DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste,2,dhsjournal run cp community local cops treat ppl like trash hate makes ppl think waste
"His big ass smile, his eyes is chink.",0,big ass smile eyes chink
"Goldiggers wanna marry me, somebody tell them hoes to see therapy.",1,goldiggers wanna marry somebody tell hoes see therapy
Diets aren't for alcoholics.......a bitch be tipsy quick from eating veggies and shit,1,diets arent alcoholicsa bitch tipsy quick eating veggies shit
The left tho RT @BelloDisastro_: &#8220;@DJZeeti: twitpic a selfie with a bad bitch&#8221; &#127851;&#127851;&#127851; http://t.co/9X0CkRTgVr,1,left tho rt bellodisastro 8220djzeeti twitpic selfie bad bitch8221 127851127851127851
RT @PatVPeters: Texas ranchers: Terrorists reportedly caught at border; feds clam up http://t.co/1vynD9zbpH,2,rt patvpeters texas ranchers terrorists reportedly caught border feds clam
' All the hoes loyal &#1041205;&#1041205;&#1043358;&#1043215;,1,hoes loyal 1041205104120510433581043215
So I guess I want to be ghetto my dad was poor ... Not in morals or in standards my grandfather was poor... He was great man tho,1,guess want ghetto dad poor morals standards grandfather poor great man tho
@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense,2,c00ntact kevini bumcia trash smfh wouldve thought would gone khan said makes sense
&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bitches waiting for me to give a fuck &#128540;&#128129;,1,128073 rt pr3ttyn33 dont like 128186with rest bitches waiting give fuck 128540128129
RT @benjibrown1: U hoes are super basic that give S/Os to ppl liking yall IG pics..,1,rt benjibrown1 u hoes super basic give sos ppl liking yall ig pics
*bitch breathes* me: could you not?,1,bitch breathes could
Don't bring dat police ass nicca round me,1,dont bring dat police ass nicca round
@tayscalf must have run out of brownies,2,tayscalf must run brownies
RT @iAm_Sashaa: @1stBlocJeremiah corny ass hoes always got my name in they mouth.,1,rt iamsashaa 1stblocjeremiah corny ass hoes always got name mouth
"Stupid freshman bitches that walk like slow as hell and u can't get around them, hurry the fuck up sloth",1,stupid freshman bitches walk like slow hell u cant get around hurry fuck sloth
"Have you heard &#8216;guala shit Featuring: chase-da-doe,r.o.m.e.,and the boy big&#8217; by Joseph Chase Rinche on #SoundCloud? https://t.co/OOGNA1zNcR",1,heard 8216guala shit featuring chasedadoeromeand boy big8217 joseph chase rinche soundcloud
"RT @rickygervais: Jesus loves you, but everyone else thinks you're a right cunt.",1,rt rickygervais jesus loves everyone else thinks youre right cunt
I think I just gotta accept the fact that all these bitches gonna be hoes til they around the age of 27 and life will be a lot easier,1,think gotta accept fact bitches gonna hoes til around age 27 life lot easier
"@ploppy74 
And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains",1,ploppy74 funny ofay mammy woulda happy made friends wit da folk dat brought us da new world chains
RT @SammyLightning_: Screw these hoes http://t.co/HBbEX5cIEB,1,rt sammylightning screw hoes
"hate when you point out truths to people, and they flip the script like you're in the wrong, bitch what ?",1,hate point truths people flip script like youre wrong bitch
RT @NorrisDaGod: I ain't never had a basic bitch.. Never will &#128175;,1,rt norrisdagod aint never basic bitch never 128175
' Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that can't take responsibilities as a... http://t.co/7ufNJ2NJhp,1,jody niggah got boo pregnant niggah cant take responsibilities
He has hickeys on him an its like yeah bitches that's mine and he's like not even trying to hide them. Makes me feel good about life.,1,hickeys like yeah bitches thats mine hes like even trying hide makes feel good life
The fucking Royals bitch! Work!,0,fucking royals bitch work
TV makes these hoes seem more attractive. *yawns*,1,tv makes hoes seem attractive yawns
And ha bitch break down my weed sometimes,1,ha bitch break weed sometimes
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Amateur boy fucking bitch hiddencam http://t.co/Bt8C6qQCTd",1,pornandroidiphoneipadsexxxx hiddencams amateur boy fucking bitch hiddencam
"I'm not defending Ray Rice but that double standard is a bitch, ain't it http://t.co/PlKFb3LNEM",1,im defending ray rice double standard bitch aint
RT @CauseWereGuys: Marilyn Monroe was the biggest hoe of all time... bitches worship her like she got a Nobel Prize and all she did was fuc&#8230;,1,rt causewereguys marilyn monroe biggest hoe time bitches worship like got nobel prize fuc8230
"RT @GayAtHomeDad: Somewhere out there, a redneck is jerking off with a hand he'll lose in a firework accident tomorrow.",1,rt gayathomedad somewhere redneck jerking hand hell lose firework accident tomorrow
"@xDavilunAx ew pussy buy a fucking xbone , u got dat Puppy muny",1,xdavilunax ew pussy buy fucking xbone u got dat puppy muny
I don't fuck wit bitches that listen to that EDM shit for some reason them bitches be havin mad energy and I like to chill,1,dont fuck wit bitches listen edm shit reason bitches havin mad energy like chill
@LeMochaMojito bitch who is you?,1,lemochamojito bitch
people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass 4 jammin jiggaboo music,1,people shooting guns around late fuck got thinking tryna shoot black ass 4 jammin jiggaboo music
never trust a hoe,1,never trust hoe
But atleast they let me know...ur a faggot if u keep those type of twitter secrets,0,atleast let knowur faggot u keep type twitter secrets
"RT @thatsryann: If you think your mans cheating, you take him to that bitches house and see if his wifi connects&#128074;",1,rt thatsryann think mans cheating take bitches house see wifi connects128074
Beyonc&#233; more of a hipster bitch wit no hips these days,1,beyonc233 hipster bitch wit hips days
"look at that bitch right there, right there #hannnnnn",1,look bitch right right hannnnnn
"I just read prolly 11 tweets from 11 different girls about how their looong relationship ended today.. Daaaamn.. ""Yo hoe will get SLAYED""",1,read prolly 11 tweets 11 different girls looong relationship ended today daaaamn yo hoe get slayed
Someone told Iggy Azalea she stunk as a child cause this bitch still upset yo it ain't even that deep,1,someone told iggy azalea stunk child cause bitch still upset yo aint even deep
RT @hoes: RT if you'd marry Scarlett Johansson http://t.co/KMoJDDIl7h,2,rt hoes rt youd marry scarlett johansson
RT @salmeron_bryan: You're not the father ! What every Mexican/nigger loves to hear.,0,rt salmeronbryan youre father every mexicannigger loves hear
&#8220;@PostBadBitches: http://t.co/rPo0QUumBm&#8221; how young is this hoe with a m&amp;m pillow,1,8220postbadbitches young hoe mampm pillow
RT @PSQ_LOADUPP: I never met a faithfull bitch,1,rt psqloadupp never met faithfull bitch
I heard she pops pussy on the low,1,heard pops pussy low
"@CDNBallJunkie I jus wanna let you know OKC trash, IBAKA ain't shit, y'all ain't goin nowhere without Harden",1,cdnballjunkie jus wanna let know okc trash ibaka aint shit yall aint goin nowhere without harden
@_noWashington what that hoe was like,1,nowashington hoe like
This bitch needs to get slapped @MicheleBachmann http://t.co/KNCWBPc8eZ,1,bitch needs get slapped michelebachmann
"bitches corny af you claim to be happy but cry everyday, ooh iight where they do that? hmmmm",1,bitches corny af claim happy cry everyday ooh iight hmmmm
Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,1,black girls gotta thots aint nobody bringing fat white hoe fucked back middle school loveourwomen
"Love having subs cause when my
Mom starts being a fucking bitch I just crank up the system. Simple solutions",1,love subs cause mom starts fucking bitch crank system simple solutions
@goodgraces_ ok faggot http://t.co/zdGtE9GvzX,1,goodgraces ok faggot
Jihadi propaganda ploy:US had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself &amp; iran http://t.co/pFxYby2c15,2,jihadi propaganda ployus gulf countries publish pics pilots 2 deflect sunnis anger amp iran
RT @Cam_Major: naw no bs tho...if u under lets say 20 and u got like 15 bodies...u def a hoe lol. theres no debating that.,1,rt cammajor naw bs thoif u lets say 20 u got like 15 bodiesu def hoe lol theres debating
"+ 1 RT @RayThaGawd: &#8220;@_AListRaivyn: Joe Budden makes people delete their twitter accounts lmfao.&#8221; He's pussy tho he blocked me""",1,1 rt raythagawd 8220alistraivyn joe budden makes people delete twitter accounts lmfao8221 hes pussy tho blocked
RT @PoohSavage: @Thompson_Era cuff her crazy boy you might not ever find another especial not these dirty crew fucking party hoes out here &#8230;,1,rt poohsavage thompsonera cuff crazy boy might ever find another especial dirty crew fucking party hoes 8230
